Year,State,District,GDP,GDPKC
1999,Rajasthan,Rajsamand,1367.03,1.36703
2000,Rajasthan,Rajsamand,1558.78,1.55878
2001,Rajasthan,Rajsamand,1755.53,1.75553
2002,Rajasthan,Rajsamand,1690.2,1.6902
2003,Rajasthan,Rajsamand,1991.11,1.99111
2004,Rajasthan,Rajsamand,2147.09,2.14709
2005,Rajasthan,Rajsamand,2651.38,2.65138
1999,Rajasthan,Sawai.Madhopur,1477.47,1.47747
2000,Rajasthan,Sawai.Madhopur,1456.94,1.45694
2001,Rajasthan,Sawai.Madhopur,1613.81,1.61381
2002,Rajasthan,Sawai.Madhopur,1379.29,1.37929
2003,Rajasthan,Sawai.Madhopur,1884.92,1.88492
2004,Rajasthan,Sawai.Madhopur,1997.77,1.99777
2005,Rajasthan,Sawai.Madhopur,2174.98,2.17498
1999,Rajasthan,Sikar,2645.43,2.64543
2000,Rajasthan,Sikar,2494.69,2.49469
2001,Rajasthan,Sikar,2778,2.778
2002,Rajasthan,Sikar,2943.18,2.94318
2003,Rajasthan,Sikar,3627.47,3.62747
2004,Rajasthan,Sikar,4100.05,4.10005
2005,Rajasthan,Sikar,4418.57,4.41857
1999,Rajasthan,Sirohi,1475.22,1.47522
2000,Rajasthan,Sirohi,1466.19,1.46619
2001,Rajasthan,Sirohi,1989.58,1.98958
2002,Rajasthan,Sirohi,1521.35,1.52135
2003,Rajasthan,Sirohi,1856.95,1.85695
2004,Rajasthan,Sirohi,1945.14,1.94514
2005,Rajasthan,Sirohi,2254.07,2.25407
1999,Rajasthan,Tonk,1831.24,1.83124
2000,Rajasthan,Tonk,1712.57,1.71257
2001,Rajasthan,Tonk,1903.23,1.90323
2002,Rajasthan,Tonk,1610.3,1.6103
2003,Rajasthan,Tonk,2069.57,2.06957
2004,Rajasthan,Tonk,2332.37,2.33237
2005,Rajasthan,Tonk,2515.31,2.51531
1999,Rajasthan,Udaipur,3986.74,3.98674
2000,Rajasthan,Udaipur,4024.49,4.02449
2001,Rajasthan,Udaipur,4475.99,4.47599
2002,Rajasthan,Udaipur,4544.03,4.54403
2003,Rajasthan,Udaipur,5280.8,5.2808
2004,Rajasthan,Udaipur,5854.37,5.85437
2005,Rajasthan,Udaipur,6374.68,6.37468
1999,Sikkim,East,458.22,0.45822
2000,Sikkim,East,494.99,0.49499
2001,Sikkim,East,559.44,0.55944
2002,Sikkim,East,642.6,0.6426
2003,Sikkim,East,724.04,0.72404
2004,Sikkim,East,817.85,0.81785
2005,Sikkim,East,942.83,0.94283
2006,Sikkim,East,1072.96,1.07296
2007,Sikkim,East,1230.04,1.23004
1999,Sikkim,North,61.56,0.06156
2000,Sikkim,North,67.14,0.06714
2001,Sikkim,North,74.1,0.0741
2002,Sikkim,North,81.36,0.08136
2003,Sikkim,North,91.17,0.09117
2004,Sikkim,North,101.69,0.10169
2005,Sikkim,North,115.11,0.11511
2006,Sikkim,North,128.74,0.12874
2007,Sikkim,North,144.45,0.14445
1999,Sikkim,South,207.05,0.20705
2000,Sikkim,South,265.16,0.26516
2001,Sikkim,South,296.97,0.29697
2002,Sikkim,South,325.48,0.32548
2003,Sikkim,South,362.57,0.36257
2004,Sikkim,South,404.38,0.40438
2005,Sikkim,South,454.13,0.45413
2006,Sikkim,South,509.78,0.50978
2007,Sikkim,South,575.43,0.57543
1999,Sikkim,West,168.98,0.16898
2000,Sikkim,West,186.4,0.1864
2001,Sikkim,West,205.52,0.20552
2002,Sikkim,West,226.47,0.22647
2003,Sikkim,West,251.95,0.25195
2004,Sikkim,West,278.24,0.27824
2005,Sikkim,West,317.92,0.31792
2006,Sikkim,West,358.31,0.35831
2007,Sikkim,West,402.63,0.40263
1999,Tamilnadu,Chennai,13215.12,13.21512
2000,Tamilnadu,Chennai,13185.39,13.18539
2001,Tamilnadu,Chennai,13391.01,13.39101
2002,Tamilnadu,Chennai,14361.35,14.36135
2003,Tamilnadu,Chennai,16223.66,16.22366
2004,Tamilnadu,Chennai,17754.2,17.7542
2005,Tamilnadu,Chennai,19198.22,19.19822
2006,Tamilnadu,Chennai,20847.32,20.84732
1999,Tamilnadu,Coimbatore,11543.99,11.54399
2000,Tamilnadu,Coimbatore,13135.53,13.13553
2001,Tamilnadu,Coimbatore,13260.92,13.26092
2002,Tamilnadu,Coimbatore,14587.76,14.58776
2003,Tamilnadu,Coimbatore,16374.82,16.37482
2004,Tamilnadu,Coimbatore,18816.61,18.81661
2005,Tamilnadu,Coimbatore,20999.15,20.99915
2006,Tamilnadu,Coimbatore,23371.63,23.37163
1999,Tamilnadu,Cuddalore,4080.01,4.08001
2000,Tamilnadu,Cuddalore,4660.5,4.6605
2001,Tamilnadu,Cuddalore,4925.16,4.92516
2002,Tamilnadu,Cuddalore,5432.18,5.43218
2003,Tamilnadu,Cuddalore,6170.47,6.17047
2004,Tamilnadu,Cuddalore,6706.43,6.70643
2005,Tamilnadu,Cuddalore,7109.89,7.10989
2006,Tamilnadu,Cuddalore,7812.67,7.81267
1999,Tamilnadu,Dharmapuri,2316.5,2.3165
2000,Tamilnadu,Dharmapuri,2500.42,2.50042
2001,Tamilnadu,Dharmapuri,2534.11,2.53411
2002,Tamilnadu,Dharmapuri,2757.86,2.75786
2003,Tamilnadu,Dharmapuri,2905.67,2.90567
2004,Tamilnadu,Dharmapuri,3528.67,3.52867
2005,Tamilnadu,Dharmapuri,4075.23,4.07523
2006,Tamilnadu,Dharmapuri,4489.41,4.48941
1999,Tamilnadu,Dindigul,4047.78,4.04778
2000,Tamilnadu,Dindigul,4303.08,4.30308
2001,Tamilnadu,Dindigul,4310.29,4.31029
2002,Tamilnadu,Dindigul,4507.76,4.50776
2003,Tamilnadu,Dindigul,5037.39,5.03739
2004,Tamilnadu,Dindigul,5894.86,5.89486
2005,Tamilnadu,Dindigul,6446.5,6.4465
2006,Tamilnadu,Dindigul,7028.23,7.02823
1999,Tamilnadu,Erode,6230.11,6.23011
2000,Tamilnadu,Erode,6851.3,6.8513
2001,Tamilnadu,Erode,6861.23,6.86123
2002,Tamilnadu,Erode,7180.91,7.18091
2003,Tamilnadu,Erode,7693.5,7.6935
2004,Tamilnadu,Erode,9290.59,9.29059
2005,Tamilnadu,Erode,10418.93,10.41893
2006,Tamilnadu,Erode,11451.62,11.45162
1999,Tamilnadu,Kancheepuram,6845.13,6.84513
2000,Tamilnadu,Kancheepuram,7558.56,7.55856
2001,Tamilnadu,Kancheepuram,8030.5,8.0305
2002,Tamilnadu,Kancheepuram,8323.34,8.32334
2003,Tamilnadu,Kancheepuram,9508.71,9.50871
2004,Tamilnadu,Kancheepuram,10737.35,10.73735
2005,Tamilnadu,Kancheepuram,11825.52,11.82552
2006,Tamilnadu,Kancheepuram,13230.18,13.23018
1999,Tamilnadu,Kanniyakumari,3959.06,3.95906
2000,Tamilnadu,Kanniyakumari,4456.79,4.45679
2001,Tamilnadu,Kanniyakumari,4599.21,4.59921
2002,Tamilnadu,Kanniyakumari,4947.85,4.94785
2003,Tamilnadu,Kanniyakumari,5558.95,5.55895
2004,Tamilnadu,Kanniyakumari,6477.8,6.4778
2005,Tamilnadu,Kanniyakumari,7506.88,7.50688
2006,Tamilnadu,Kanniyakumari,8429.49,8.42949
1999,Tamilnadu,Karur,1990.6,1.9906
2000,Tamilnadu,Karur,2289.29,2.28929
2001,Tamilnadu,Karur,2214.28,2.21428
2002,Tamilnadu,Karur,2353.97,2.35397
2003,Tamilnadu,Karur,2708.72,2.70872
2004,Tamilnadu,Karur,3075.28,3.07528
2005,Tamilnadu,Karur,3468.06,3.46806
2006,Tamilnadu,Karur,3837.1,3.8371
1999,Tamilnadu,Krishnagiri,2414.74,2.41474
2000,Tamilnadu,Krishnagiri,2668.68,2.66868
2001,Tamilnadu,Krishnagiri,2750.81,2.75081
2002,Tamilnadu,Krishnagiri,3113.79,3.11379
2003,Tamilnadu,Krishnagiri,3376.28,3.37628
2004,Tamilnadu,Krishnagiri,4043.9,4.0439
2005,Tamilnadu,Krishnagiri,4607.99,4.60799
2006,Tamilnadu,Krishnagiri,5157.04,5.15704
1999,Tamilnadu,Madurai,5627.75,5.62775
2000,Tamilnadu,Madurai,6151.25,6.15125
2001,Tamilnadu,Madurai,6300.89,6.30089
2002,Tamilnadu,Madurai,6647.88,6.64788
2003,Tamilnadu,Madurai,7445.67,7.44567
2004,Tamilnadu,Madurai,8531.12,8.53112
2005,Tamilnadu,Madurai,9425.17,9.42517
2006,Tamilnadu,Madurai,10401.02,10.40102
1999,Tamilnadu,Nagapattinam,2787.9,2.7879
2000,Tamilnadu,Nagapattinam,3062.75,3.06275
2001,Tamilnadu,Nagapattinam,2948.34,2.94834
2002,Tamilnadu,Nagapattinam,3014.17,3.01417
2003,Tamilnadu,Nagapattinam,3342.15,3.34215
2004,Tamilnadu,Nagapattinam,3572.36,3.57236
2005,Tamilnadu,Nagapattinam,4034.04,4.03404
2006,Tamilnadu,Nagapattinam,4265.7,4.2657
1999,Tamilnadu,Namakkal,4114.5,4.1145
2000,Tamilnadu,Namakkal,4581.07,4.58107
2001,Tamilnadu,Namakkal,4414.82,4.41482
2002,Tamilnadu,Namakkal,4237.11,4.23711
2003,Tamilnadu,Namakkal,4765.58,4.76558
2004,Tamilnadu,Namakkal,5497.71,5.49771
2005,Tamilnadu,Namakkal,6237.59,6.23759
2006,Tamilnadu,Namakkal,6846.88,6.84688
1999,Tamilnadu,Perambalur,1593.45,1.59345
2000,Tamilnadu,Perambalur,1541.08,1.54108
2001,Tamilnadu,Perambalur,1494.14,1.49414
2002,Tamilnadu,Perambalur,1475.58,1.47558
2003,Tamilnadu,Perambalur,1528.32,1.52832
2004,Tamilnadu,Perambalur,1680.75,1.68075
2005,Tamilnadu,Perambalur,1843.39,1.84339
2006,Tamilnadu,Perambalur,1927.79,1.92779
1999,Tamilnadu,Pudukkotai,2402.6,2.4026
2000,Tamilnadu,Pudukkotai,2661.16,2.66116
2001,Tamilnadu,Pudukkotai,2757.37,2.75737
2002,Tamilnadu,Pudukkotai,2828.63,2.82863
2003,Tamilnadu,Pudukkotai,3075.11,3.07511
2004,Tamilnadu,Pudukkotai,3493.52,3.49352
2005,Tamilnadu,Pudukkotai,3966.3,3.9663
2006,Tamilnadu,Pudukkotai,4263.85,4.26385
1999,Tamilnadu,Ramanathapuram,2193.92,2.19392
2000,Tamilnadu,Ramanathapuram,2459.55,2.45955
2001,Tamilnadu,Ramanathapuram,2514.89,2.51489
2002,Tamilnadu,Ramanathapuram,2682.83,2.68283
2003,Tamilnadu,Ramanathapuram,2831.27,2.83127
2004,Tamilnadu,Ramanathapuram,3051.73,3.05173
2005,Tamilnadu,Ramanathapuram,3374.98,3.37498
2006,Tamilnadu,Ramanathapuram,3587.69,3.58769
1999,Tamilnadu,Salem,6803.53,6.80353
2000,Tamilnadu,Salem,7034.32,7.03432
2001,Tamilnadu,Salem,6946.15,6.94615
2002,Tamilnadu,Salem,7668.08,7.66808
2003,Tamilnadu,Salem,8454.7,8.4547
2004,Tamilnadu,Salem,9641.92,9.64192
2005,Tamilnadu,Salem,11000.23,11.00023
2006,Tamilnadu,Salem,12134.1,12.1341
1999,Tamilnadu,Sivagangai,1872.15,1.87215
2000,Tamilnadu,Sivagangai,2044.26,2.04426
2001,Tamilnadu,Sivagangai,2136.38,2.13638
2002,Tamilnadu,Sivagangai,2295.44,2.29544
2003,Tamilnadu,Sivagangai,2463.49,2.46349
2004,Tamilnadu,Sivagangai,2810.43,2.81043
2005,Tamilnadu,Sivagangai,3092.25,3.09225
2006,Tamilnadu,Sivagangai,3386.14,3.38614
1999,Tamilnadu,Thanjavur,3907.85,3.90785
2000,Tamilnadu,Thanjavur,4347.93,4.34793
2001,Tamilnadu,Thanjavur,4328.55,4.32855
2002,Tamilnadu,Thanjavur,4611.84,4.61184
2003,Tamilnadu,Thanjavur,5064.59,5.06459
2004,Tamilnadu,Thanjavur,5570.71,5.57071
2005,Tamilnadu,Thanjavur,6247.69,6.24769
2006,Tamilnadu,Thanjavur,6783.16,6.78316
1999,Tamilnadu,The.Nilgris,1516.62,1.51662
2000,Tamilnadu,The.Nilgris,1660.41,1.66041
2001,Tamilnadu,The.Nilgris,1659.41,1.65941
2002,Tamilnadu,The.Nilgris,1840.69,1.84069
2003,Tamilnadu,The.Nilgris,2173.49,2.17349
2004,Tamilnadu,The.Nilgris,2535.62,2.53562
2005,Tamilnadu,The.Nilgris,2742.65,2.74265
2006,Tamilnadu,The.Nilgris,3022.97,3.02297
1999,Tamilnadu,Theni,2047.83,2.04783
2000,Tamilnadu,Theni,2157.59,2.15759
2001,Tamilnadu,Theni,2261.22,2.26122
2002,Tamilnadu,Theni,2292.51,2.29251
2003,Tamilnadu,Theni,2297.45,2.29745
2004,Tamilnadu,Theni,2718.3,2.7183
2005,Tamilnadu,Theni,2977.44,2.97744
2006,Tamilnadu,Theni,3157.34,3.15734
1999,Tamilnadu,Thiruchirappalli,5286.93,5.28693
2000,Tamilnadu,Thiruchirappalli,5889.07,5.88907
2001,Tamilnadu,Thiruchirappalli,6055.08,6.05508
2002,Tamilnadu,Thiruchirappalli,6515.1,6.5151
2003,Tamilnadu,Thiruchirappalli,7332.76,7.33276
2004,Tamilnadu,Thiruchirappalli,8372.53,8.37253
2005,Tamilnadu,Thiruchirappalli,9375.52,9.37552
2006,Tamilnadu,Thiruchirappalli,10493.93,10.49393
1999,Tamilnadu,Thirunelveli,5691.77,5.69177
2000,Tamilnadu,Thirunelveli,6180.8,6.1808
2001,Tamilnadu,Thirunelveli,6415.25,6.41525
2002,Tamilnadu,Thirunelveli,7073.94,7.07394
2003,Tamilnadu,Thirunelveli,7460.11,7.46011
2004,Tamilnadu,Thirunelveli,8672.48,8.67248
2005,Tamilnadu,Thirunelveli,9548.49,9.54849
2006,Tamilnadu,Thirunelveli,10564.88,10.56488
1999,Tamilnadu,Thiruvallur,6577.75,6.57775
2000,Tamilnadu,Thiruvallur,7680.19,7.68019
2001,Tamilnadu,Thiruvallur,7772.59,7.77259
2002,Tamilnadu,Thiruvallur,8600.32,8.60032
2003,Tamilnadu,Thiruvallur,9687.22,9.68722
2004,Tamilnadu,Thiruvallur,11193.09,11.19309
2005,Tamilnadu,Thiruvallur,12536.12,12.53612
2006,Tamilnadu,Thiruvallur,14142.11,14.14211
1999,Tamilnadu,Thiruvannamalai,2978.06,2.97806
2000,Tamilnadu,Thiruvannamalai,3225.17,3.22517
2001,Tamilnadu,Thiruvannamalai,3454.55,3.45455
2002,Tamilnadu,Thiruvannamalai,3424.36,3.42436
2003,Tamilnadu,Thiruvannamalai,3781.24,3.78124
2004,Tamilnadu,Thiruvannamalai,4427.88,4.42788
2005,Tamilnadu,Thiruvannamalai,4978.68,4.97868
2006,Tamilnadu,Thiruvannamalai,5429.1,5.4291
1999,Tamilnadu,Thiruvarur,1881.35,1.88135
2000,Tamilnadu,Thiruvarur,2154.03,2.15403
2001,Tamilnadu,Thiruvarur,1965.05,1.96505
2002,Tamilnadu,Thiruvarur,1910.42,1.91042
2003,Tamilnadu,Thiruvarur,2096.11,2.09611
2004,Tamilnadu,Thiruvarur,2258.59,2.25859
2005,Tamilnadu,Thiruvarur,2466.14,2.46614
2006,Tamilnadu,Thiruvarur,2628.83,2.62883
1999,Tamilnadu,Thoothukodi,4008.46,4.00846
2000,Tamilnadu,Thoothukodi,4489.52,4.48952
2001,Tamilnadu,Thoothukodi,4580.87,4.58087
2002,Tamilnadu,Thoothukodi,4857.88,4.85788
2003,Tamilnadu,Thoothukodi,5369.83,5.36983
2004,Tamilnadu,Thoothukodi,6252.81,6.25281
2005,Tamilnadu,Thoothukodi,7014.66,7.01466
2006,Tamilnadu,Thoothukodi,7635.99,7.63599
1999,Tamilnadu,Vellore,7175.18,7.17518
2000,Tamilnadu,Vellore,7698.89,7.69889
2001,Tamilnadu,Vellore,7991.26,7.99126
2002,Tamilnadu,Vellore,8385.64,8.38564
2003,Tamilnadu,Vellore,9413.06,9.41306
2004,Tamilnadu,Vellore,10648.92,10.64892
2005,Tamilnadu,Vellore,11906.06,11.90606
2006,Tamilnadu,Vellore,13222.04,13.22204
1999,Tamilnadu,Villupuram,3920.93,3.92093
2000,Tamilnadu,Villupuram,4067.03,4.06703
2001,Tamilnadu,Villupuram,4248.76,4.24876
2002,Tamilnadu,Villupuram,4247.43,4.24743
2003,Tamilnadu,Villupuram,4704.97,4.70497
2004,Tamilnadu,Villupuram,5495.53,5.49553
2005,Tamilnadu,Villupuram,6074.21,6.07421
2006,Tamilnadu,Villupuram,6580.25,6.58025
1999,Tamilnadu,Virudhunagar,5155.11,5.15511
2000,Tamilnadu,Virudhunagar,6166.47,6.16647
2001,Tamilnadu,Virudhunagar,5951.1,5.9511
2002,Tamilnadu,Virudhunagar,6193.07,6.19307
2003,Tamilnadu,Virudhunagar,7051.87,7.05187
2004,Tamilnadu,Virudhunagar,8028.81,8.02881
2005,Tamilnadu,Virudhunagar,9030.49,9.03049
2006,Tamilnadu,Virudhunagar,10137.41,10.13741
1999,UP,Agra,4545.01,4.54501
2000,UP,Agra,4428.42,4.42842
2001,UP,Agra,4812.89,4.81289
2002,UP,Agra,5623.8,5.6238
2003,UP,Agra,6289.89,6.28989
2004,UP,Agra,7047.44,7.04744
2005,UP,Agra,8175.69,8.17569
1999,UP,Aligarh,3774.32,3.77432
2000,UP,Aligarh,3812.9,3.8129
2001,UP,Aligarh,3809.88,3.80988
2002,UP,Aligarh,4420.49,4.42049
2003,UP,Aligarh,4672.59,4.67259
2004,UP,Aligarh,5114.33,5.11433
2005,UP,Aligarh,5872.71,5.87271
1999,UP,Allahabad,5230.28,5.23028
2000,UP,Allahabad,5748.5,5.7485
2001,UP,Allahabad,5788.66,5.78866
2002,UP,Allahabad,6059.12,6.05912
2003,UP,Allahabad,6790.96,6.79096
2004,UP,Allahabad,6955.02,6.95502
2005,UP,Allahabad,8021.98,8.02198
1999,UP,Ambedkar.Nagar,1276.49,1.27649
2000,UP,Ambedkar.Nagar,1317.45,1.31745
2001,UP,Ambedkar.Nagar,1473.64,1.47364
2002,UP,Ambedkar.Nagar,1523.28,1.52328
2003,UP,Ambedkar.Nagar,1760.31,1.76031
2004,UP,Ambedkar.Nagar,1830.48,1.83048
2005,UP,Ambedkar.Nagar,2159.17,2.15917
1999,UP,Auraiyya,1386.52,1.38652
2000,UP,Auraiyya,1488.94,1.48894
2001,UP,Auraiyya,1146.52,1.14652
2002,UP,Auraiyya,1311.17,1.31117
2003,UP,Auraiyya,1430.72,1.43072
2004,UP,Auraiyya,1417.47,1.41747
2005,UP,Auraiyya,1690.44,1.69044
1999,UP,Azamgarh,2667.54,2.66754
2000,UP,Azamgarh,2538.32,2.53832
2001,UP,Azamgarh,2781.41,2.78141
2002,UP,Azamgarh,2797.03,2.79703
2003,UP,Azamgarh,3212.86,3.21286
2004,UP,Azamgarh,3157.37,3.15737
2005,UP,Azamgarh,3937.1,3.9371
1999,UP,Badaun,3588.23,3.58823
2000,UP,Badaun,3113.23,3.11323
2001,UP,Badaun,3320.04,3.32004
2002,UP,Badaun,3326.25,3.32625
2003,UP,Badaun,3932.94,3.93294
2004,UP,Badaun,4055.91,4.05591
2005,UP,Badaun,5217.02,5.21702
1999,UP,Bagpat,1833.61,1.83361
2000,UP,Bagpat,2041.08,2.04108
2001,UP,Bagpat,1996.31,1.99631
2002,UP,Bagpat,2179.68,2.17968
2003,UP,Bagpat,2413.4,2.4134
2004,UP,Bagpat,2646.05,2.64605
2005,UP,Bagpat,2671.71,2.67171
1999,UP,Bahraich,1391.43,1.39143
2000,UP,Bahraich,1394.59,1.39459
2001,UP,Bahraich,1722.59,1.72259
2002,UP,Bahraich,1761.1,1.7611
2003,UP,Bahraich,1952.95,1.95295
2004,UP,Bahraich,2179.28,2.17928
2005,UP,Bahraich,2395.24,2.39524
1999,UP,Ballia,1874.96,1.87496
2000,UP,Ballia,1908.21,1.90821
2001,UP,Ballia,1992.93,1.99293
2002,UP,Ballia,1990.6,1.9906
2003,UP,Ballia,2284.02,2.28402
2004,UP,Ballia,2211.24,2.21124
2005,UP,Ballia,2816.07,2.81607
1999,UP,Balrampur,1026.22,1.02622
2000,UP,Balrampur,1187.54,1.18754
2001,UP,Balrampur,1249.74,1.24974
2002,UP,Balrampur,1162.46,1.16246
2003,UP,Balrampur,1468.59,1.46859
2004,UP,Balrampur,1579.4,1.5794
2005,UP,Balrampur,1894.36,1.89436
1999,UP,Banda,1214.05,1.21405
2000,UP,Banda,1236.91,1.23691
2001,UP,Banda,1395.24,1.39524
2002,UP,Banda,1482.22,1.48222
2003,UP,Banda,1717.67,1.71767
2004,UP,Banda,1795.13,1.79513
2005,UP,Banda,1933.39,1.93339
1999,UP,Barabanki,2455.4,2.4554
2000,UP,Barabanki,2378.62,2.37862
2001,UP,Barabanki,2953.98,2.95398
2002,UP,Barabanki,3069.6,3.0696
2003,UP,Barabanki,3547.1,3.5471
2004,UP,Barabanki,3984.02,3.98402
2005,UP,Barabanki,4221.05,4.22105
1999,UP,Bareilly,4477.63,4.47763
2000,UP,Bareilly,4578.26,4.57826
2001,UP,Bareilly,4708.23,4.70823
2002,UP,Bareilly,4866.28,4.86628
2003,UP,Bareilly,5480.57,5.48057
2004,UP,Bareilly,5876.07,5.87607
2005,UP,Bareilly,6723.91,6.72391
1999,UP,Basti,1384.02,1.38402
2000,UP,Basti,1385.22,1.38522
2001,UP,Basti,1456.96,1.45696
2002,UP,Basti,1469.27,1.46927
2003,UP,Basti,1704.04,1.70404
2004,UP,Basti,1826.59,1.82659
2005,UP,Basti,2049.7,2.0497
1999,UP,Bijnor,4261.03,4.26103
2000,UP,Bijnor,4338.58,4.33858
2001,UP,Bijnor,4694.44,4.69444
2002,UP,Bijnor,4957.61,4.95761
2003,UP,Bijnor,5278.01,5.27801
2004,UP,Bijnor,5891.08,5.89108
2005,UP,Bijnor,6677.44,6.67744
1999,UP,Bulandshahr,4459.11,4.45911
2000,UP,Bulandshahr,4734.11,4.73411
2001,UP,Bulandshahr,4788.29,4.78829
2002,UP,Bulandshahr,5593.1,5.5931
2003,UP,Bulandshahr,5569.5,5.5695
2004,UP,Bulandshahr,6377.36,6.37736
2005,UP,Bulandshahr,6451.77,6.45177
1999,UP,Chandauli,1514.91,1.51491
2000,UP,Chandauli,1563.56,1.56356
2001,UP,Chandauli,1795.27,1.79527
2002,UP,Chandauli,1926.43,1.92643
2003,UP,Chandauli,2108.82,2.10882
2004,UP,Chandauli,1951.9,1.9519
2005,UP,Chandauli,2247.3,2.2473
1999,UP,Chitrakoot,502.65,0.50265
2000,UP,Chitrakoot,526.11,0.52611
2001,UP,Chitrakoot,587.64,0.58764
2002,UP,Chitrakoot,613.75,0.61375
2003,UP,Chitrakoot,691.59,0.69159
2004,UP,Chitrakoot,716.83,0.71683
2005,UP,Chitrakoot,796.88,0.79688
1999,UP,Deoria,1647.24,1.64724
2000,UP,Deoria,1657.25,1.65725
2001,UP,Deoria,1739.17,1.73917
2002,UP,Deoria,1799.32,1.79932
2003,UP,Deoria,1962.69,1.96269
2004,UP,Deoria,2053.71,2.05371
2005,UP,Deoria,2482.59,2.48259
1999,UP,Etah,2658.04,2.65804
2000,UP,Etah,2611.77,2.61177
2001,UP,Etah,2857.23,2.85723
2002,UP,Etah,3204.2,3.2042
2003,UP,Etah,3626.03,3.62603
2004,UP,Etah,3907.01,3.90701
2005,UP,Etah,4479.87,4.47987
1999,UP,Etawa,1261.56,1.26156
2000,UP,Etawa,1247.84,1.24784
2001,UP,Etawa,1414.24,1.41424
2002,UP,Etawa,1620.18,1.62018
2003,UP,Etawa,1776.95,1.77695
2004,UP,Etawa,1976.8,1.9768
2005,UP,Etawa,2083.91,2.08391
1999,UP,Faizabad,1525.4,1.5254
2000,UP,Faizabad,1623.98,1.62398
2001,UP,Faizabad,1759.96,1.75996
2002,UP,Faizabad,1767.72,1.76772
2003,UP,Faizabad,2146.94,2.14694
2004,UP,Faizabad,2119.96,2.11996
2005,UP,Faizabad,2565.26,2.56526
1999,UP,Farrukhabad,1514.14,1.51414
2000,UP,Farrukhabad,1761.03,1.76103
2001,UP,Farrukhabad,1866.12,1.86612
2002,UP,Farrukhabad,1916.23,1.91623
2003,UP,Farrukhabad,2037.13,2.03713
2004,UP,Farrukhabad,2290.41,2.29041
2005,UP,Farrukhabad,2634.46,2.63446
1999,UP,Fatehpur,1976.17,1.97617
2000,UP,Fatehpur,1982.04,1.98204
2001,UP,Fatehpur,2128.67,2.12867
2002,UP,Fatehpur,2071.89,2.07189
2003,UP,Fatehpur,2221.69,2.22169
2004,UP,Fatehpur,2357.22,2.35722
2005,UP,Fatehpur,2683.6,2.6836
1999,UP,Firozabad,2113.86,2.11386
2000,UP,Firozabad,2434.37,2.43437
2001,UP,Firozabad,2697.55,2.69755
2002,UP,Firozabad,2903.98,2.90398
2003,UP,Firozabad,3013.05,3.01305
2004,UP,Firozabad,3374.33,3.37433
2005,UP,Firozabad,4101.24,4.10124
1999,UP,Gautambudh.Nagar,4508.62,4.50862
2000,UP,Gautambudh.Nagar,4726.65,4.72665
2001,UP,Gautambudh.Nagar,4869.92,4.86992
2002,UP,Gautambudh.Nagar,4968.17,4.96817
2003,UP,Gautambudh.Nagar,5643.97,5.64397
2004,UP,Gautambudh.Nagar,7174.43,7.17443
2005,UP,Gautambudh.Nagar,8276.19,8.27619
1999,UP,Gaziabad,5884.21,5.88421
2000,UP,Gaziabad,6556.44,6.55644
2001,UP,Gaziabad,6560.41,6.56041
2002,UP,Gaziabad,7041.05,7.04105
2003,UP,Gaziabad,7637.29,7.63729
2004,UP,Gaziabad,8682.79,8.68279
2005,UP,Gaziabad,9790.56,9.79056
1999,UP,Ghazipur,2076.42,2.07642
2000,UP,Ghazipur,2218.57,2.21857
2001,UP,Ghazipur,2333.76,2.33376
2002,UP,Ghazipur,2450.85,2.45085
2003,UP,Ghazipur,2669.48,2.66948
2004,UP,Ghazipur,2574.81,2.57481
2005,UP,Ghazipur,3165.96,3.16596
1999,UP,Gonda,1634.78,1.63478
2000,UP,Gonda,1704.23,1.70423
2001,UP,Gonda,1944.93,1.94493
2002,UP,Gonda,2070.43,2.07043
2003,UP,Gonda,2382.87,2.38287
2004,UP,Gonda,2514.68,2.51468
2005,UP,Gonda,2999.05,2.99905
1999,UP,Gorakhpur,2919.83,2.91983
2000,UP,Gorakhpur,3119.77,3.11977
2001,UP,Gorakhpur,3393.75,3.39375
2002,UP,Gorakhpur,3623.64,3.62364
2003,UP,Gorakhpur,4024.37,4.02437
2004,UP,Gorakhpur,4177.79,4.17779
2005,UP,Gorakhpur,4909.76,4.90976
1999,UP,Hamirpur,1115.36,1.11536
2000,UP,Hamirpur,1080.3,1.0803
2001,UP,Hamirpur,1169.48,1.16948
2002,UP,Hamirpur,1323.84,1.32384
2003,UP,Hamirpur,1441.11,1.44111
2004,UP,Hamirpur,1413.21,1.41321
2005,UP,Hamirpur,1537.16,1.53716
1999,UP,Hardoi,2615.12,2.61512
2000,UP,Hardoi,2591.54,2.59154
2001,UP,Hardoi,2591.62,2.59162
2002,UP,Hardoi,2852.42,2.85242
2003,UP,Hardoi,3345.47,3.34547
2004,UP,Hardoi,3802.14,3.80214
2005,UP,Hardoi,4279.51,4.27951
1999,UP,Hath.Ras..Mahamaya.Nagar.,1765.25,1.76525
2000,UP,Hath.Ras..Mahamaya.Nagar.,1944.3,1.9443
2001,UP,Hath.Ras..Mahamaya.Nagar.,2035.33,2.03533
2002,UP,Hath.Ras..Mahamaya.Nagar.,2215.66,2.21566
2003,UP,Hath.Ras..Mahamaya.Nagar.,2479.58,2.47958
2004,UP,Hath.Ras..Mahamaya.Nagar.,2651.4,2.6514
2005,UP,Hath.Ras..Mahamaya.Nagar.,2825.97,2.82597
